,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
7/5/00 12:00 AM,1906100,9478800,13558000,14339600,7306800,34824400,3503900,1019300000,13743400
7/6/00 12:00 AM,1463500,11063800,9616500,12932700,5795400,47873200,2527700,947300000,10967200
7/7/00 12:00 AM,5901400,9422600,9937800,9031700,6508400,54153200,3557000,931700000,9288400
7/10/00 12:00 AM,6390300,14211000,12246700,4212200,4349400,52689800,4691100,838700000,6440400
7/11/00 12:00 AM,5927100,12783200,12912600,5619800,6782800,37164800,4122500,980500000,8875400
7/12/00 12:00 AM,4463400,8057600,10783100,5550500,5678400,58370200,4286200,1001200000,7559400
7/13/00 12:00 AM,2287300,15925600,16100500,5669700,7656600,80843200,6162000,1026800000,7906000
7/14/00 12:00 AM,2711600,6804400,11123900,4020000,12587600,51180600,4642400,960600000,9973200
7/17/00 12:00 AM,2862800,9289000,18369600,6632700,8805000,53992800,4521700,906000000,10947800
7/18/00 12:00 AM,4684700,11378200,11987500,6452700,8287600,70617200,4271500,908300000,12313800
7/19/00 12:00 AM,3257900,16359600,9531300,7781400,5367200,139924600,4328300,909400000,8630600
7/20/00 12:00 AM,2238500,16631800,11220500,23048400,5950000,54690600,3817100,1064600000,7799600
7/21/00 12:00 AM,2766200,7013200,13019700,8966400,7627800,56100600,3349900,968300000,8365600
7/24/00 12:00 AM,1696900,14720600,9440000,6814400,5685000,56165600,2646100,880300000,8325000
7/25/00 12:00 AM,1720200,7567200,8467800,5566900,5880600,64188600,3886800,969400000,11017800
7/26/00 12:00 AM,2597400,7526200,16765300,6670400,7357200,85404600,5400100,1235800000,17265600
7/27/00 12:00 AM,1359500,10543800,13786600,4047400,6589400,74337600,2512400,1156400000,16792200
7/28/00 12:00 AM,3548600,8505400,13406700,5355600,4846800,75645600,4039000,980000000,7991200
7/31/00 12:00 AM,2588800,5550000,17194200,5113500,6338200,70283800,5129900,952600000,11641000
8/1/00 12:00 AM,2233200,4904600,13002900,2996500,5051000,47163600,3561500,938700000,12362800
8/2/00 12:00 AM,2189000,5808800,15445700,5877900,4982200,48269200,2421300,994500000,16513800
8/3/00 12:00 AM,1875300,12150000,12935400,5567400,5716600,54543400,4031300,1095600000,9909000
8/4/00 12:00 AM,1615700,9406800,9088500,4460500,4064000,38107400,3164100,956000000,8028400
8/7/00 12:00 AM,1711800,6697200,7729700,5910700,3817600,52741800,1840800,854800000,7350400
8/8/00 12:00 AM,4225300,6315400,8808200,5736700,4603400,138038800,3456700,992200000,6281600
8/9/00 12:00 AM,3980900,13569000,21437700,6585400,7089600,63945600,3574900,1054000000,9486800
8/10/00 12:00 AM,2059200,8995400,18241700,5484100,5748800,48986000,3483600,940800000,7045400
8/11/00 12:00 AM,2279100,8503200,12111100,6142400,4491800,35629600,3756900,835500000,6122600
8/14/00 12:00 AM,2056300,5603400,7795000,4949400,2864400,53427000,3871000,783800000,6545400
8/15/00 12:00 AM,2685200,4089000,10792200,4378100,3298800,40714200,2480000,895900000,7169000
8/16/00 12:00 AM,3771200,5137600,7451700,5946000,3220000,44976200,6676000,929800000,7302800
8/17/00 12:00 AM,2449000,9683400,10330000,4338400,4721600,36112800,2585300,922400000,8357800
8/18/00 12:00 AM,2456800,6798800,8319800,4127500,5486200,54438800,2598500,821400000,8307800
8/21/00 12:00 AM,2004700,4803800,7814200,3234200,3669600,34119600,1403900,731600000,5158800
8/22/00 12:00 AM,2606800,9889000,8087500,2769400,3228800,54428200,1776100,818800000,6471200
8/23/00 12:00 AM,2097100,8470400,11312800,4251200,3442200,36726800,1402600,871000000,9296600
8/24/00 12:00 AM,2911900,11109400,11981300,5988300,3304000,42405400,1717800,837100000,11207800
8/25/00 12:00 AM,1324000,11947800,8098400,8279000,3700000,52729400,1763600,685600000,6402800
8/28/00 12:00 AM,2451200,12822600,12556000,8536600,5161200,56421600,2069600,733600000,5892600
8/29/00 12:00 AM,1989100,9546200,8230700,6040000,3902200,59400200,1903100,795600000,6426200
8/30/00 12:00 AM,1662200,10199600,10482400,4928800,4207600,53498800,2949200,818400000,7706200
8/31/00 12:00 AM,2460300,14988800,11900600,5469500,4703800,72575400,3010600,1056600000,7736800
9/1/00 12:00 AM,1439400,9181800,7741000,5776300,3040600,37629800,1963400,767700000,8087600
9/5/00 12:00 AM,2178400,10669000,9308200,4112100,5308400,50755200,2666800,838500000,11932800
9/6/00 12:00 AM,2640900,12700400,14609500,6473000,5622600,62960800,2212800,995100000,11900600
9/7/00 12:00 AM,2215400,7770400,8031500,4622800,2648800,111711200,3596700,985500000,7307200
9/8/00 12:00 AM,1872100,6984400,10879400,4993700,3813200,56709600,1851500,961000000,9295400
9/11/00 12:00 AM,2775300,6699000,11777500,7617700,4103400,48495200,1632100,899300000,14309000
9/12/00 12:00 AM,4388700,6722200,10180000,5001700,3927200,46781200,2005100,991200000,15150400
9/13/00 12:00 AM,4860400,10932600,7604800,5473600,4902200,40744800,3228600,1068300000,10446200
9/14/00 12:00 AM,2636100,15241800,7924800,4425500,4170000,78503000,2946200,1014000000,8713800
9/15/00 12:00 AM,3678500,14095400,20244200,5481700,6267600,99915200,3424000,1268400000,24841800
9/18/00 12:00 AM,3524900,15163200,12821300,3932800,7644400,69037800,1400100,962500000,17322800
9/19/00 12:00 AM,12114900,9706200,11888400,3341000,3948800,79311200,1910900,1024900000,12281000
9/20/00 12:00 AM,9768200,8121600,14211900,4623400,5467200,67791400,3316700,1104000000,17369400
9/21/00 12:00 AM,6317100,18238400,10721700,4302200,5855000,48952200,3298400,1105400000,15930400
9/22/00 12:00 AM,9012500,25961200,14249900,5930100,5524000,84476600,5068300,1185500000,18030600
9/25/00 12:00 AM,7164600,15564000,11003200,4291000,3988400,53484200,2139600,982400000,16946200
9/26/00 12:00 AM,6498500,10396600,14044800,6217200,4559000,155704800,2111100,1106600000,11543400
9/27/00 12:00 AM,6941500,14370000,14682200,5948900,4312200,106155600,2391100,1174700000,11934600
9/28/00 12:00 AM,5581100,34988200,11164700,5309100,6301800,52360400,2132700,1206200000,17246800
9/29/00 12:00 AM,4435500,265069000,10709500,9594600,5262600,74053600,4468400,1197100000,12960600
10/2/00 12:00 AM,3354900,86610600,11895100,8872200,4211200,58562400,5036700,1051200000,12707800
10/3/00 12:00 AM,5312300,72795600,12229500,11744200,4407600,85374000,5674900,1098100000,10047800
10/4/00 12:00 AM,7096900,52368200,11419200,11668900,6855600,136453400,4715900,1167400000,13753400
10/5/00 12:00 AM,3803200,31189400,11778600,5547000,6479000,81099400,3692400,1176100000,11164000
10/6/00 12:00 AM,4484500,21881000,14005500,6108400,4680000,61794000,3146600,1150100000,10408800
10/9/00 12:00 AM,2839000,21342600,9687600,4898000,2921800,58323600,3206800,716600000,10666000
10/10/00 12:00 AM,5068500,24683400,11007800,5614200,6105600,62066200,3103300,1044000000,14812200
10/11/00 12:00 AM,4524200,42801200,18511200,8775800,7883400,101205800,4115900,1387500000,20729000
10/12/00 12:00 AM,2914100,42548200,17409000,9704900,9289000,90219600,3015000,1388600000,19561600
10/13/00 12:00 AM,2911500,44564000,15552900,9092600,9108800,104521200,4018400,1223900000,17017600
10/16/00 12:00 AM,3163300,29298800,12994200,7710400,5602600,119759000,2682800,1005400000,13974600
10/17/00 12:00 AM,3550700,21495600,16856000,8882500,9026600,81276600,2980700,1161500000,12940400
10/18/00 12:00 AM,3840900,29803800,18415100,29777800,7053800,110536400,5059900,1441700000,12511200
10/19/00 12:00 AM,3867600,53818200,13189000,17966900,10969600,256993200,4484100,1297900000,12549600
10/20/00 12:00 AM,4542100,28270400,18000100,9369200,6258800,160378600,3733600,1177400000,10664400
10/23/00 12:00 AM,4056100,19694000,71299300,9338600,7216800,185170400,2692900,1046800000,11167200
10/24/00 12:00 AM,4130200,28736200,45995300,8826200,6155000,94427400,4007100,1158600000,12755400
10/25/00 12:00 AM,6333500,23720600,29252400,14058500,7650600,167603800,4701800,1315600000,10836200
10/26/00 12:00 AM,4206700,25780600,18670400,10135700,4974600,114826600,4217400,1303800000,10388200
10/27/00 12:00 AM,4008100,26594600,15464000,6431400,3911000,124292400,3375200,1086300000,7944600
10/30/00 12:00 AM,6866400,22832800,18234800,8084000,4392600,110057600,5567600,1186500000,10715600
10/31/00 12:00 AM,5926100,31649000,17172100,10902600,6984400,104474000,2943700,1366400000,10075600
11/1/00 12:00 AM,4193200,20553800,15900200,7466200,9450000,81309400,5354900,1206800000,14387800
11/2/00 12:00 AM,3371900,21105400,14338200,7445100,9391800,77985200,5017400,1167700000,14973400
11/3/00 12:00 AM,2191000,18423400,12062500,5848500,5839600,68711000,4642300,997700000,10279000
11/6/00 12:00 AM,2466700,14060000,11944700,4448500,5824000,74851400,4378400,930900000,9357200
11/7/00 12:00 AM,2623000,10786800,9680200,5420600,4924000,104331200,2825900,880900000,8639600
11/8/00 12:00 AM,3300200,15082800,9482600,6990800,6145400,206149400,3165100,909300000,10081800
11/9/00 12:00 AM,3032500,17035400,12295100,9047900,5669600,91058600,4067300,1111000000,10650000
11/10/00 12:00 AM,1960100,15080600,12252700,6807900,6075000,93744400,3473400,962500000,8008200
11/13/00 12:00 AM,2795400,15423200,18458500,8684900,6371000,83364800,3555200,1129300000,9171600
11/14/00 12:00 AM,1806300,14611200,14707500,5150900,5346800,84218600,2973200,1118800000,8376600
11/15/00 12:00 AM,3786400,10086600,12136300,4160300,4188800,60422200,6891500,1066800000,8943200
11/16/00 12:00 AM,2088200,8554000,10313200,3739700,3599400,92128600,5850300,956300000,8977800
11/17/00 12:00 AM,2298100,15943400,11987700,7717400,5298400,106525600,6213100,1070400000,9952600
11/20/00 12:00 AM,3036800,14581600,14794900,7426600,5512600,80157200,6648300,955800000,7814400
11/21/00 12:00 AM,2432500,10786200,12194000,7180700,7241800,59487600,6272100,1137100000,12772600
11/22/00 12:00 AM,1757300,10029600,22223500,5537100,5502800,76343200,4202200,963200000,11545400
11/24/00 12:00 AM,810500,5751800,6303000,2497500,3007800,34439200,1673500,404870000,5138400
11/27/00 12:00 AM,4346600,9244000,16086000,3866200,5487200,85307600,2943200,946100000,9071200
11/28/00 12:00 AM,2668900,9618200,14812300,4799100,11188200,127446200,3270800,1028200000,10088400
11/29/00 12:00 AM,2525300,17586200,12740000,5524600,7554400,98280400,2749100,402100000,16309400
11/30/00 12:00 AM,3898200,28922200,20149100,10651400,14932600,197200800,4043800,1186530000,14648800
12/1/00 12:00 AM,3083900,13783800,18202900,7525100,10427200,109809800,12101200,1195200000,12058400
12/4/00 12:00 AM,6693600,13273400,11993500,5566800,6063800,80407200,12372900,1103000000,8977800
12/5/00 12:00 AM,6373800,21932200,19991000,7804200,6262600,101734400,6618500,900300000,11628800
12/6/00 12:00 AM,3917500,49092400,15878700,10096900,8378400,90560800,7443800,1399300000,17454000
12/7/00 12:00 AM,4313000,14606600,10359200,7922000,5005600,145308400,6975800,1128000000,12828200
12/8/00 12:00 AM,3485900,15568200,16858500,6140600,6381600,120939800,5436900,1358300000,10089400
12/11/00 12:00 AM,3979600,11884000,16445000,6185600,5841200,95576200,4171700,1202400000,14661800
12/12/00 12:00 AM,5017800,13803400,25319900,7913300,6527800,63106000,2542100,1083400000,11532200
12/13/00 12:00 AM,3862900,12327200,17563400,6992600,7544400,98360400,3962700,1195100000,11980600
12/14/00 12:00 AM,2588800,9406600,15750200,6131400,7001800,71201400,6014700,1061300000,14228800
12/15/00 12:00 AM,4674900,18363800,35899600,14254500,11598200,116899800,9470800,1561100000,26035600
12/18/00 12:00 AM,3011400,11645000,13941300,7693800,5883800,107187400,5112200,1189900000,12786600
12/19/00 12:00 AM,4977000,13367200,15377800,7705300,4505400,120271800,4962600,1324900000,12689000
12/20/00 12:00 AM,4410000,20196200,20264400,12579400,9602800,149037800,3797700,1421600000,11923800
12/21/00 12:00 AM,3471000,13102600,19675700,12725500,10910600,163173000,3612100,1449900000,12704000
12/22/00 12:00 AM,4193700,11369600,11699900,9514000,6980600,109551800,3374800,1087100000,8545000
12/26/00 12:00 AM,2474400,7745400,9113800,6052300,3512600,66941600,2097600,806500000,5581000
12/27/00 12:00 AM,3147000,11626000,12231700,8245100,5954400,69003800,3164400,1092700000,10447800
12/28/00 12:00 AM,2695300,10910000,12562000,9798600,6643400,77619200,3939700,1015300000,10862800
12/29/00 12:00 AM,2479900,22518800,10983300,6943700,4963400,99977600,2625100,1035500000,9566200
1/2/01 12:00 AM,3825600,16161800,36837700,8007200,8863800,82413200,4267800,1129400000,13101800
1/3/01 12:00 AM,4834800,29181800,39205800,12769900,11329400,135962200,7189400,1880700000,20828200
1/4/01 12:00 AM,4787900,26411000,26926400,15420500,12941800,112397000,12373700,2131000000,24570600
1/5/01 12:00 AM,3902100,14731000,22790400,8043200,9286800,93414600,5041900,1430800000,18787800
1/8/01 12:00 AM,7385900,13350000,23210900,6064800,5520400,79817600,3755700,1115500000,11069400
1/9/01 12:00 AM,5313400,21040600,20066000,7547100,6386000,114965400,3427400,1191300000,11525600
1/10/01 12:00 AM,4097200,20743400,24805300,7656100,7526600,90230200,4079800,1296500000,20621000
1/11/01 12:00 AM,3490000,28707600,23599100,9635000,8416200,101854800,3499800,1411200000,10994400
1/12/01 12:00 AM,3560700,15121000,16802900,6448000,6780000,73712000,3084900,1276000000,11902800
1/16/01 12:00 AM,2731000,10940000,19758500,5671900,6101000,68462400,3153700,1205700000,15610400
1/17/01 12:00 AM,3380300,30037600,24412000,9727000,7831200,72844200,4190400,1349100000,14725400
1/18/01 12:00 AM,3190800,43822800,19290300,25244900,9340000,109788800,3635800,1445000000,17207800
1/19/01 12:00 AM,2609800,27748200,19360100,14762200,7888800,209348800,4159100,1407800000,20299000
1/22/01 12:00 AM,2404500,18551600,20691900,9618500,7386600,76673000,2606000,1164000000,13862600
1/23/01 12:00 AM,3472300,31418400,21121600,9826900,8491200,70295200,6121000,1232600000,11138200
1/24/01 12:00 AM,2813300,25616200,19145100,6760900,11064600,110455000,5642400,1309000000,12871000
1/25/01 12:00 AM,3290700,17495000,20812100,4982100,7906800,85657400,5997200,1258000000,13603400
1/26/01 12:00 AM,2930100,17245600,26858500,9095200,6648200,93080000,4612700,1098000000,11860000
1/29/01 12:00 AM,3297500,30562800,23027200,5125000,5201200,84983800,3283100,1053100000,10545800
1/30/01 12:00 AM,3445300,24734600,19843100,8242000,5023400,57276800,4041500,1149800000,9700400
1/31/01 12:00 AM,5611300,26106000,21346100,8314200,8595200,81898800,5223500,1295300000,17017600
2/1/01 12:00 AM,7087200,13205400,17586900,5580800,6213200,71792800,4880300,1118800000,9116600
2/2/01 12:00 AM,6616500,15263400,16040500,5428400,6524600,71100000,5717500,1048400000,10397600
2/5/01 12:00 AM,3397700,10228800,21847000,5113700,5671400,51399200,5261000,1013000000,10757400
2/6/01 12:00 AM,3158400,16528400,15962600,7526400,5153800,96442000,4030300,1059600000,10953000
2/7/01 12:00 AM,2885700,14071600,13031100,9006900,5433600,126061800,6422400,1158300000,11624800
2/8/01 12:00 AM,3252500,21585000,17708500,8380800,4703000,88041200,4430000,1107200000,9898800
2/9/01 12:00 AM,3180800,21082600,18478700,6318800,5800400,100575200,2423100,1075500000,10768000
2/12/01 12:00 AM,3017300,9795600,17953200,6729300,8946600,71289400,3360200,1039100000,8320200
2/13/01 12:00 AM,2843500,8470600,14322100,7193200,8246000,76070600,3565900,1075200000,9300800
2/14/01 12:00 AM,3154100,11040000,13239700,7032900,5760200,61728400,3602800,1150300000,13480200
2/15/01 12:00 AM,4543000,11123200,24011600,8098700,8077200,65627800,3755700,1153700000,13022400
2/16/01 12:00 AM,4718900,9428400,16917000,7073000,7885800,66958400,5507700,1257200000,13480000
2/20/01 12:00 AM,3570200,11249600,20032300,6748300,5354000,60730800,5478600,1112200000,7721600
2/21/01 12:00 AM,2854000,13947800,18497500,9156900,5606800,63947200,7446200,1208500000,8660400
2/22/01 12:00 AM,3564800,15431200,22901300,11709000,5585800,100816400,5337600,1365900000,9965000
2/23/01 12:00 AM,2910000,10503800,23368500,15276600,5547200,92620600,4247700,1231300000,10157800
2/26/01 12:00 AM,3724600,7380000,21073600,8344100,5122800,87936800,3083700,1130800000,9690400
2/27/01 12:00 AM,5194000,12451000,22578900,9787900,4426600,99148600,3202800,1114100000,13944600
2/28/01 12:00 AM,2312900,18157600,26553400,11933200,6912800,84608400,2251300,1225300000,11591200
3/1/01 12:00 AM,2886500,11803400,23957800,15102000,10275800,81781600,3359900,1294900000,12507400
3/2/01 12:00 AM,3281000,14511200,21981100,14745500,6963400,79800800,3230200,1294000000,10093800
3/5/01 12:00 AM,4182600,11587600,16671900,6743900,4280400,49383600,2086800,929200000,10030200
3/6/01 12:00 AM,3832400,26144600,15691600,8120000,6046000,66781800,3879400,1091800000,9572400
3/7/01 12:00 AM,4454100,14985600,13889500,7788900,6952600,59743600,2980900,1132200000,10331400
3/8/01 12:00 AM,4695900,7325600,16572100,6793600,7897400,54626000,2644800,1114100000,11167600
3/9/01 12:00 AM,4616400,10685400,19891300,16688100,8291600,103794400,2090400,1085900000,10905800
3/12/01 12:00 AM,4094800,13967800,45708300,14494800,6746200,114376000,2494700,1229000000,11102000
3/13/01 12:00 AM,3871800,15840600,42939700,12127900,9966800,91035600,3330600,1360900000,11603600
3/14/01 12:00 AM,4297500,17065400,35437100,14246600,6944400,90686200,3768400,1397400000,11598800
3/15/01 12:00 AM,5082400,18906600,24847700,8420000,7471800,71638400,5130300,1259500000,13140200
3/16/01 12:00 AM,6487700,16806600,44851000,20029400,11282600,112848800,5719100,1543560000,21222200
3/19/01 12:00 AM,3123300,12722800,20831800,10235500,5758600,61036400,2821700,1126200000,11753000
3/20/01 12:00 AM,4007400,17833800,22324400,10101100,6389000,91822800,5419000,1235900000,11128800
3/21/01 12:00 AM,4496200,13265400,26840800,11013000,11865800,124988600,7319300,1346300000,11964800
3/22/01 12:00 AM,5622900,25839000,55941400,13328200,13565000,126363200,6320300,1723950000,18738000
3/23/01 12:00 AM,3572800,33749400,45736600,12233600,11490200,99519600,7927700,1364900000,17656800
3/26/01 12:00 AM,3307000,26230400,31143900,8581200,17008200,63118600,3998400,1114000000,14797200
3/27/01 12:00 AM,4017000,19422200,36552300,11851200,66045400,95135600,3985100,1314200000,14715800
3/28/01 12:00 AM,2841800,20880800,26863900,11890500,34455000,78681600,4077200,1333400000,11226800
3/29/01 12:00 AM,2108800,21895200,26964700,10553700,19979200,86985000,3542400,1234500000,9389000
3/30/01 12:00 AM,3375000,14298200,29428100,9461300,15620600,91201600,3229000,1280800000,13186600
4/2/01 12:00 AM,4365500,12175400,24248400,8787000,11472600,75924000,3854700,1254900000,13300400
4/3/01 12:00 AM,2757800,13167400,23599300,13330000,11116400,94187600,3017700,1386100000,14200800
4/4/01 12:00 AM,3386500,24481600,26831300,13515600,12378800,104046600,2606600,1425590000,11742600
4/5/01 12:00 AM,5175800,15955800,23794700,12506100,13455200,113364000,3383100,1368000000,11078400
4/6/01 12:00 AM,4030200,11603200,24653200,13424200,14415200,92622000,5701900,1266800000,12139000
4/9/01 12:00 AM,3585900,9520800,17781300,9486600,10147000,56295600,6127100,1062800000,11913800
4/10/01 12:00 AM,11089300,16334800,26111100,10499400,16289800,109199400,5876700,1349600000,12221600
4/11/01 12:00 AM,6328000,11932000,20147900,11498400,15299000,109879600,5070500,1290300000,14246800
4/12/01 12:00 AM,4375600,10676200,17265300,9390100,10868200,87520000,3177500,1102000000,10998400
4/16/01 12:00 AM,3436000,10186600,14130200,9188500,6262600,65857400,4739500,913900000,11912600
4/17/01 12:00 AM,3923200,24471400,20507400,9957300,10087600,85149200,3449600,1109600000,14030600
4/18/01 12:00 AM,8348800,39315800,36439500,19814300,12834000,156696400,5387200,1918900000,16537800
4/19/01 12:00 AM,3938100,66916800,22062000,25822400,7371600,159375600,4046400,1486800000,13994000
4/20/01 12:00 AM,8667700,24764400,23271000,12759100,8518200,192919600,5677600,1338700000,12165800
4/23/01 12:00 AM,4651200,19340200,16211900,8537500,6461200,92171200,6672800,1012600000,16205800
4/24/01 12:00 AM,3698100,13469200,18614500,8742000,7869400,89176600,4675600,1216500000,14400800
4/25/01 12:00 AM,3707600,11813600,17857800,6858500,6494000,76744000,4042300,1203600000,15461200
4/26/01 12:00 AM,5195500,28560600,21044300,7346100,10850000,118737600,4213500,1345200000,13923000
4/27/01 12:00 AM,3417400,16179000,15681300,7390600,8747000,121572400,5774000,1091300000,9939800
4/30/01 12:00 AM,3381900,17670600,18249000,7357200,8663000,74368200,2996600,1266800000,15066600
5/1/01 12:00 AM,2771700,15259000,13067400,7790800,9147400,83702800,3748200,1181300000,9711600
5/2/01 12:00 AM,2928700,13161600,18119600,9706200,10672800,92864400,2954700,1342200000,16951600
5/3/01 12:00 AM,2738600,10769400,18467500,6578000,6363200,66273400,3939400,1137900000,13183800
5/4/01 12:00 AM,2387300,10037600,18312700,8681400,5647600,119538400,3610700,1082100000,9690000
5/7/01 12:00 AM,2264100,9876800,14729900,6088600,6251200,109356200,2178500,949000000,10081400
5/8/01 12:00 AM,2468800,11265600,15135700,7605800,5246800,75084000,2607400,1006300000,11055000
5/9/01 12:00 AM,2684700,11603200,23099200,7680200,9088600,76676600,5084200,1132400000,10886200
5/10/01 12:00 AM,3791900,10320600,13567900,7993900,12467800,64334600,5587400,1056700000,10117200
5/11/01 12:00 AM,3830800,7251600,11873400,8390200,7120800,51128800,3340600,906200000,8956400
5/14/01 12:00 AM,3181400,11043600,10972200,5254800,4081200,44968000,2248900,858200000,9779400
5/15/01 12:00 AM,4125800,8465200,17834400,5873400,9033600,61385600,3839200,1071800000,9016800
5/16/01 12:00 AM,8372000,11511800,24480600,7796700,11319000,91893800,4613200,1405300000,16337000
5/17/01 12:00 AM,8758900,11861400,19454400,6887700,9944800,106984800,5053300,1355600000,11597600
5/18/01 12:00 AM,4180400,5680400,17302000,6714900,11779600,90605400,2621400,1130800000,14289200
5/21/01 12:00 AM,4080700,16464200,18244600,8409400,8086400,103491600,2737600,1174900000,12277800
5/22/01 12:00 AM,4113300,14747000,17378900,6005300,6592600,83455600,4209300,1260400000,11800600
5/23/01 12:00 AM,3688500,10037200,15999000,6402600,10226200,93637400,2438500,1134800000,12371000
5/24/01 12:00 AM,3511500,9705600,13074600,7726400,10597200,80781600,2317600,1100700000,8676800
5/25/01 12:00 AM,2571800,5669400,15636600,5629100,4388800,52747600,2203200,828100000,9276600
5/29/01 12:00 AM,3184000,18428200,13017600,5818000,8487400,71210800,2098400,1026000000,12247200
5/30/01 12:00 AM,2937400,27752800,15599400,9598700,9714400,86501800,3762400,1158600000,16315800
5/31/01 12:00 AM,2776500,15817600,13387600,6724100,8384000,70682600,3717100,1226600000,11855800
6/1/01 12:00 AM,3424900,16288400,13459400,5138900,7994600,57587600,2005700,1015000000,7832400
6/4/01 12:00 AM,2423800,10068600,13800700,3812200,9182400,43736600,1341500,836500000,9830600
6/5/01 12:00 AM,3647300,16849800,15232800,6154400,10625200,89454200,2631800,1116800000,12484800
6/6/01 12:00 AM,2830900,7970600,14017700,9624200,10585400,80022800,3323100,1061900000,15883600
6/7/01 12:00 AM,3380300,11613600,11148600,6423700,9031200,66960000,3630600,1089600000,12797600
6/8/01 12:00 AM,1475200,12236600,16805800,3099100,5463800,51867000,2409600,726200000,8796400
6/11/01 12:00 AM,2115900,10500000,17879500,6542700,6293000,47345600,2872800,870100000,10153000
6/12/01 12:00 AM,5904700,10849800,37572800,7301500,9439400,66714600,3302400,1136500000,10999400
6/13/01 12:00 AM,3995600,18267400,33105200,5703200,5863700,55302400,2663900,1063600000,8818600
6/14/01 12:00 AM,2962500,10619600,60128100,7502500,5440200,71972400,2923900,1242900000,9028000
6/15/01 12:00 AM,5317600,16236600,43756900,12470100,10441500,108354400,5388900,1635550000,22961200
6/18/01 12:00 AM,4534400,12354000,20103000,5182800,6622300,56846800,2316200,1111600000,9187600
6/19/01 12:00 AM,4433500,11467400,22588200,6152800,8909900,63457400,4891400,1184900000,8804800
6/20/01 12:00 AM,4069500,15415000,30002600,8828300,9369500,64108400,4009700,1350100000,12691800
6/21/01 12:00 AM,4831100,12190400,31969300,8155800,7974000,69603800,7464200,1546820000,14991800
6/22/01 12:00 AM,2479000,10215200,24614400,5607200,10476800,51092000,4834700,1189200000,11417800
6/25/01 12:00 AM,3003500,15698200,27093700,5675900,10655100,49215600,2908500,1050100000,10308200
6/26/01 12:00 AM,5180600,9742200,30804400,7081900,9282500,63077000,2781700,1198900000,10318400
6/27/01 12:00 AM,2766200,13361800,27011000,4814100,9671000,69199800,3877300,1162100000,11581600
6/28/01 12:00 AM,3951300,12443200,23575000,8181000,8411200,128975600,3723700,1327300000,15586800
6/29/01 12:00 AM,2916100,18406800,52690300,9477400,15867200,94283800,7860000,1832360000,15372000
7/2/01 12:00 AM,2449300,8216000,23182900,5913100,9186000,72810200,4426900,1128300000,11477400
7/3/01 12:00 AM,1256600,4019400,17570200,3325800,3207200,28037400,2566600,622110000,6655000
7/5/01 12:00 AM,3091300,5439000,19462700,4419000,4802400,49242600,3939700,934900000,10128400
7/6/01 12:00 AM,4447200,10818600,23441500,11704600,5774700,67467800,3652500,1056700000,9679400
7/9/01 12:00 AM,3364200,12052400,16153800,9312600,8930300,66476600,4053800,1045700000,9224600
7/10/01 12:00 AM,2561400,14116800,19023000,10266600,8461800,66562600,3479500,1263800000,10404600
7/11/01 12:00 AM,4869800,16803800,27137600,8895400,12541900,73822600,2939900,1384100000,13727600
7/12/01 12:00 AM,2941700,21957200,21427500,8766400,11805700,128078000,3910500,1394000000,9642400
7/13/01 12:00 AM,3662200,16240800,17619800,7841800,5603800,58934600,3214100,1121700000,9135800
7/16/01 12:00 AM,4287800,9952400,13751800,5330100,6763900,55990800,4758500,1039800000,9728200
7/17/01 12:00 AM,4258100,23136800,18256100,8662400,12244400,63241000,4458300,1238100000,11735400
7/18/01 12:00 AM,4237800,40607600,16952600,11670300,12274300,57590800,5264700,1316300000,18791200
7/19/01 12:00 AM,3176900,30755000,12881000,13644500,9300600,76549400,6926800,1343500000,11467400
7/20/01 12:00 AM,2673700,15878000,11999000,8991700,7102300,124203600,5694200,1170900000,11197100
7/23/01 12:00 AM,1874700,8620000,15203200,6315700,5013800,79999400,3956800,986900000,9599700
7/24/01 12:00 AM,4222100,12442000,26311300,7299800,7183500,67530200,3986900,1198700000,14718900
7/25/01 12:00 AM,3662100,15852800,25075500,6247600,9277100,74065400,3564100,1280700000,11584800
7/26/01 12:00 AM,2764300,13183600,23613600,8428700,6024700,77974000,4197200,1213900000,10422700
7/27/01 12:00 AM,2619200,11933400,16467200,4346500,4689600,65396000,1897700,1015300000,8373800
7/30/01 12:00 AM,3266000,8691400,16692400,4030800,5332100,42196400,3606000,909100000,6948900
7/31/01 12:00 AM,3188800,8393800,24761100,5603000,8646900,59031600,3910400,1129200000,11069300
8/1/01 12:00 AM,1921500,10862000,23324700,6036100,6722900,55679000,29777400,1340300000,8070600
8/2/01 12:00 AM,4674600,9003200,24474900,5675100,5775200,54198400,17742100,1218300000,8630400
8/3/01 12:00 AM,2906900,6644800,15274800,3704100,4769600,43260400,6323400,939900000,8845300
8/6/01 12:00 AM,3120100,3559000,21286300,4176800,6292800,27831600,4924200,811700000,8385200
8/7/01 12:00 AM,2582400,6019600,23329100,4029300,5419100,31347800,5595800,1012000000,8982400
8/8/01 12:00 AM,2389500,9863200,14592600,6398000,4329000,54996400,6265000,1124600000,9474300
8/9/01 12:00 AM,3040300,7166600,14855000,6763200,4991400,45536200,7743500,1104200000,8303300
8/10/01 12:00 AM,2577500,6677200,13353600,5254800,8399200,51756400,6953900,960900000,8975300
8/13/01 12:00 AM,2114800,5285600,14195700,6024400,8773700,32675400,6070000,837600000,6982100
