,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
1/17/96 12:00 AM,2426400,8445200,16299600,19284800,4163600,143078400,2732000,458720000,5056400
1/18/96 12:00 AM,2695200,24955200,16262400,39428000,3971200,121331200,3268800,450410000,5758800
1/19/96 12:00 AM,4203200,29623600,25237200,52584000,5061200,227440000,6614800,497720000,8332400
1/22/96 12:00 AM,3660800,17852400,14353200,21172000,3501200,82643200,2750400,398040000,5792400
1/23/96 12:00 AM,3626400,35305200,12358800,19836800,3332400,66473600,3368800,416910000,7693600
1/24/96 12:00 AM,3184800,23438800,13540800,31955600,8645200,92217600,3780400,476380000,8009200
1/25/96 12:00 AM,2098800,15911200,13057200,18887200,7698800,59881600,3945400,453270000,7492400
1/26/96 12:00 AM,2595600,26297600,11683800,10588400,4358800,50881600,3017800,385700000,4999200
1/29/96 12:00 AM,2409600,11900000,7140000,9474400,4650000,39587200,3245000,363330000,4311200
1/30/96 12:00 AM,4987600,22246800,18616800,18374400,4140800,45120000,2859800,464350000,5992400
1/31/96 12:00 AM,5415200,11736800,15102000,20059200,4895600,68774400,3409000,472210000,5409200
2/1/96 12:00 AM,5048000,11902400,11908800,16311200,3778000,78587200,2443200,461430000,6753200
2/2/96 12:00 AM,2893200,19865600,12001200,12443600,6052400,44686400,3575800,420020000,4902000
2/5/96 12:00 AM,3248400,11396400,10050600,13139600,4150000,126480000,1994800,377760000,3632400
2/6/96 12:00 AM,2715600,8101200,13678800,20158400,5288800,98158400,6439800,465940000,6887600
2/7/96 12:00 AM,3389200,12885200,16607400,16100800,6496400,65555200,7475000,462730000,6668000
2/8/96 12:00 AM,3376800,9420800,17590200,12778400,8800000,103924800,8110400,474970000,9669200
2/9/96 12:00 AM,3578400,7360800,16957200,13486000,8647600,122832000,5532200,477640000,7621200
2/12/96 12:00 AM,2722800,6948800,12701400,14666400,7661200,87779200,3906200,397890000,7824400
2/13/96 12:00 AM,4874400,8161200,15716400,13870800,11283600,114513600,4032800,441540000,7858800
2/14/96 12:00 AM,2409200,5843600,13948800,12949600,6624400,80212800,5192800,421790000,5198800
2/15/96 12:00 AM,1563200,4360000,13994400,23341200,17673600,52195200,4098000,415320000,5045600
2/16/96 12:00 AM,2246800,5602400,21104400,19943600,10606800,62206400,4797200,445570000,9737600
2/20/96 12:00 AM,2305200,13473200,12654600,21288800,7118000,64182400,3318200,395910000,4183200
2/21/96 12:00 AM,3285600,7924400,14452200,16389200,9931200,80046400,3904200,431220000,4371200
2/22/96 12:00 AM,3996400,6588000,15948000,21423200,8210800,106500800,2799400,485470000,5938000
2/23/96 12:00 AM,5383600,6205200,13466400,16504800,7024400,102640000,7288200,443130000,7340000
2/26/96 12:00 AM,5413200,4238000,10735800,11530000,6400000,63696000,4662800,399330000,5625600
2/27/96 12:00 AM,3044000,5331200,16746600,18451600,6280000,60958400,3675200,431340000,9172400
2/28/96 12:00 AM,2185600,6728800,17739600,17548000,7056800,60051200,3957600,447790000,4963600
2/29/96 12:00 AM,4480400,4049200,16597200,29171600,7702000,61723200,3699400,453170000,7872000
3/1/96 12:00 AM,3195600,8263200,13865400,32179600,5742400,157652800,3361400,471480000,7120000
3/4/96 12:00 AM,3499200,6708800,10609800,17288400,6494400,72564800,3419600,417270000,5207600
3/5/96 12:00 AM,2297600,4246800,8894400,14176800,3632400,57369600,2817800,445700000,5639200
3/6/96 12:00 AM,3308800,3547600,11091600,10936800,3980800,44256000,3116600,428220000,7520800
3/7/96 12:00 AM,4136400,9292400,9984000,9881600,6665600,44291200,2790600,425790000,5957600
3/8/96 12:00 AM,6394400,5322400,23576400,21520400,14979200,108524800,5156600,546550000,5838000
3/11/96 12:00 AM,8071200,4544800,23532600,15744000,6426400,74592000,3090600,449500000,5855200
3/12/96 12:00 AM,8405600,3453200,24192600,16806400,6044400,76888000,4491200,454980000,8050800
3/13/96 12:00 AM,5761600,3560000,13292400,11243200,5371200,156710400,3048000,413030000,7182400
3/14/96 12:00 AM,5457200,3342400,14509200,11489200,5316400,60640000,4099000,492630000,7412400
3/15/96 12:00 AM,4988400,3632400,28519200,14086000,8043200,121721600,5124800,529970000,12776400
3/18/96 12:00 AM,7097600,3907600,15193800,15021600,4798800,119472000,3464800,437100000,6136800
3/19/96 12:00 AM,6798800,4442400,11640600,11192000,8386800,92491200,3135800,438300000,8854400
3/20/96 12:00 AM,4957600,4154800,10371600,30271600,4722000,92944000,3340000,409780000,6530800
3/21/96 12:00 AM,3626400,3932400,7860600,15115200,6663200,66313600,2897200,367180000,5915600
3/22/96 12:00 AM,4238800,3842400,7979400,8949600,5533200,48046400,2122600,329390000,7403200
3/25/96 12:00 AM,3093200,5887600,11589000,18889600,4192400,63379200,3052000,336700000,6487600
3/26/96 12:00 AM,3247600,5755600,9114600,18235600,4170000,79899200,3217400,400090000,10652400
3/27/96 12:00 AM,3549600,15338800,9213600,14479200,4163200,52729600,2911600,406280000,9482400
3/28/96 12:00 AM,4100000,10572000,11384400,12186400,3451200,54955200,2873000,370750000,6648000
3/29/96 12:00 AM,3149600,5962400,12205800,11726400,3496400,53508800,2795600,413510000,12583200
4/1/96 12:00 AM,3865600,5680000,11775000,9518000,7585200,31692800,2952200,392120000,6019200
4/2/96 12:00 AM,3449200,3635600,17619000,21628800,5258000,54396800,1956800,406640000,5604400
4/3/96 12:00 AM,5277600,2591200,10190400,16599600,3125600,46072000,2756200,386620000,4900800
4/4/96 12:00 AM,4011200,3092000,11379000,10010000,3202000,28961600,2348000,383400000,7317600
4/8/96 12:00 AM,4256000,6046400,16476600,15990800,7175600,73753600,2653200,411810000,8331200
4/9/96 12:00 AM,5226400,8415600,14392800,7857600,4573200,66942400,2580200,426790000,7550800
4/10/96 12:00 AM,6778000,6242400,17227800,12752400,6183200,51910400,3837400,475150000,7123200
4/11/96 12:00 AM,9676800,3526400,25233600,15079200,10427600,62465600,5154200,519710000,8955600
4/12/96 12:00 AM,2970400,2924400,14575200,31044000,9576800,33737600,3749600,413270000,4557600
4/15/96 12:00 AM,2998800,5515600,11892600,9177200,4769200,50102400,2214800,346370000,5218800
4/16/96 12:00 AM,4084000,3634400,12889800,9754000,7676400,80116800,3220800,453310000,6233600
4/17/96 12:00 AM,3828400,3056400,16525200,65196400,4963200,62630400,3277000,465200000,4690800
4/18/96 12:00 AM,1682800,7780800,13193400,41512000,4545600,133958400,2774600,415150000,8114400
4/19/96 12:00 AM,3203200,3655600,19934400,19583200,4533600,169492800,4202400,435690000,7600800
4/22/96 12:00 AM,2658000,3973200,10144200,13255200,4257600,92758400,4067600,395370000,6897600
4/23/96 12:00 AM,1966400,6086400,10819800,9878000,4785600,57139200,2483800,452690000,5903600
4/24/96 12:00 AM,2288400,4596800,9471600,12109200,6769200,69251200,4337400,494220000,7485600
4/25/96 12:00 AM,3274800,6245200,13758000,17942000,6476800,63896000,4281800,462120000,5797600
4/26/96 12:00 AM,3383600,6759200,10714800,9127200,5043600,54296000,1757800,402530000,5975200
4/29/96 12:00 AM,1495200,4324800,7888200,10749600,3655600,34267200,3365400,344030000,5697600
4/30/96 12:00 AM,2492400,4881200,14179800,10656000,4016800,28441600,6896200,393390000,7675200
5/1/96 12:00 AM,3589200,4039200,12850200,8389600,3853200,65014400,5197200,404620000,3858800
5/2/96 12:00 AM,8020800,6728000,12034800,14062000,6146800,87340800,4590200,442960000,8787600
5/3/96 12:00 AM,4307600,3892400,13450200,8015200,5443200,75300800,3245200,434010000,5140800
5/6/96 12:00 AM,7595200,10349200,15522600,11648400,4099200,75852800,2881400,375820000,6400800
5/7/96 12:00 AM,5830800,12641200,16001400,9534800,3668800,47366400,2683000,410770000,6076800
5/8/96 12:00 AM,6050400,6688800,15978600,14396000,4854400,77851200,3360800,495460000,7968800
5/9/96 12:00 AM,2431600,3515600,12249000,9534400,3192400,47776000,3968400,404310000,5638000
5/10/96 12:00 AM,5300000,3966400,10272600,8357600,4643600,43913600,1995400,428370000,4420800
5/13/96 12:00 AM,4325600,6701200,12910800,9171600,4363600,95606400,2491800,394180000,5945600
5/14/96 12:00 AM,2872400,7068000,12519600,12483200,4535600,76832000,3386000,460440000,8058800
5/15/96 12:00 AM,3062400,10442400,8409000,10958000,5483200,56323200,3336000,447790000,5392400
5/16/96 12:00 AM,1532000,4648800,14860200,10866800,6502400,67092800,4295200,392070000,5325600
5/17/96 12:00 AM,3397600,4405600,21893400,15415200,5312400,35392000,5019400,429140000,8325600
5/20/96 12:00 AM,10312400,3028800,21558600,9642800,3692400,38457600,4054600,385000000,12978000
5/21/96 12:00 AM,3930000,4088000,19304400,8607600,2666400,42113600,4081000,409610000,9380000
5/22/96 12:00 AM,3380800,7215600,19194000,8957200,4266800,45646400,4530200,423670000,8525600
5/23/96 12:00 AM,2365200,4447600,22153200,10414800,4596800,51976000,3702800,431850000,6126400
5/24/96 12:00 AM,2561200,4046800,10898400,5612000,3266400,26443200,3265000,329150000,4203600
5/28/96 12:00 AM,3463200,3658800,14986200,6894000,4234400,43376000,3085200,341480000,3792400
5/29/96 12:00 AM,3022000,7840000,11234400,13044000,4800000,33569600,3752100,346730000,3744400
5/30/96 12:00 AM,2106400,3703600,12957000,10471200,4702000,33824000,4150100,381960000,6024400
5/31/96 12:00 AM,2761200,5813600,13141800,9004800,4371200,40259200,3686000,351750000,6153600
6/3/96 12:00 AM,2977200,4481200,9296400,6958000,3364800,31684800,2515000,318470000,5537600
6/4/96 12:00 AM,2056800,27235600,11998200,7952000,3186400,65852800,2943800,386040000,5210000
6/5/96 12:00 AM,3754400,18228000,10116000,7151600,3292000,50968000,2326600,380360000,4042400
6/6/96 12:00 AM,10261600,12938800,24886200,23910800,3754400,88136000,2891800,466940000,4406800
6/7/96 12:00 AM,6406800,9565200,20004600,29511200,4686800,70198400,3379200,445710000,5882400
6/10/96 12:00 AM,3950800,3820800,7682400,12062000,3306400,45819200,1529600,337480000,3372400
6/11/96 12:00 AM,4443200,5481200,13065000,10794800,6266800,65259200,2375900,405390000,4938800
6/12/96 12:00 AM,3244400,5440000,12174000,8544400,4864400,88844800,2044200,397190000,3323200
6/13/96 12:00 AM,3240800,6856800,14007000,8532000,4966600,62577600,2335400,397620000,4126400
6/14/96 12:00 AM,2946800,5186800,15055800,10849200,3516800,55944000,2318800,390630000,3860800
6/17/96 12:00 AM,2965600,4052000,10950600,7633600,3566800,57499200,1919800,298410000,6216800
6/18/96 12:00 AM,3758000,7979200,13550400,7657600,4307200,74585600,2198300,373290000,4886800
6/19/96 12:00 AM,2458800,4803600,9405600,5718000,3798400,73409600,2932200,383610000,4103200
6/20/96 12:00 AM,5305600,5260800,16661400,16558400,4858200,102228800,3138500,441060000,6324400
6/21/96 12:00 AM,3466000,5792000,34396200,16896400,7804600,56806400,5289400,520340000,15461200
6/24/96 12:00 AM,5490000,4398000,14476800,9883200,3867200,48102400,3133000,333840000,5898000
6/25/96 12:00 AM,7684800,8831200,16147800,8885200,4261200,41145600,3961100,391900000,4643600
6/26/96 12:00 AM,1924000,14440800,12610800,10174800,3360000,71457600,3449400,386520000,6728000
6/27/96 12:00 AM,2781600,8202400,17232600,13294800,3375600,77582400,2838900,405580000,7093600
6/28/96 12:00 AM,2111200,4138000,16708200,9376400,2951000,52000000,2364600,470460000,5416400
7/1/96 12:00 AM,2185600,4732400,11596800,9710000,2417200,47862400,1993900,345750000,5090000
7/2/96 12:00 AM,2960000,3189200,11104200,8096400,3325600,38548800,2269700,388000000,5956800
7/3/96 12:00 AM,2490800,10323200,11214000,9724000,2971000,44243200,3269400,336260000,7242000
7/5/96 12:00 AM,2630000,3808800,8131200,6669600,1899000,35331200,1932200,181470000,2874800
7/8/96 12:00 AM,3082800,6762000,12283800,7375600,3816600,64432000,2446800,367560000,6638000
7/9/96 12:00 AM,3848800,6723600,14085000,7920800,3397800,35571200,2960800,400170000,5299200
7/10/96 12:00 AM,5184000,6055200,11556600,11404800,3827800,77980800,4825700,421350000,5693600
7/11/96 12:00 AM,5544000,10420000,14563800,23328800,3586600,140915200,3117700,520470000,8570800
7/12/96 12:00 AM,3110800,9610800,12051000,12897200,2989400,139478400,1744200,396740000,7186400
7/15/96 12:00 AM,4347200,4779200,12365400,16318400,4516600,111832000,2841100,419020000,6366800
7/16/96 12:00 AM,5747200,10334400,29390400,24828400,8481600,182100800,5399700,682980000,9800000
7/17/96 12:00 AM,2397600,8355600,21030000,15158000,4264600,126208000,3634200,513830000,7096800
7/18/96 12:00 AM,1894000,32058800,13101000,10685600,4226000,98537600,3165400,474460000,7648000
7/19/96 12:00 AM,2310000,9510000,16648800,8460400,4229600,99208000,2194900,408070000,7658800
7/22/96 12:00 AM,1239200,5456400,12166800,7123200,3106000,144475200,2015900,327300000,7568000
7/23/96 12:00 AM,1763600,4651200,16024200,12460000,2851000,257678400,4955900,421900000,5610800
7/24/96 12:00 AM,1969600,9448800,21483000,14734400,5079600,192225600,2988200,463030000,7518000
7/25/96 12:00 AM,2160800,4090800,14427000,36059600,3415600,100920000,3049200,405390000,5256400
7/26/96 12:00 AM,2552800,4426800,9450000,15961600,2584600,59304000,3215900,349900000,4311200
7/29/96 12:00 AM,3019200,7005600,7044600,13352800,1966000,56748800,1913600,281560000,3562400
7/30/96 12:00 AM,2260800,6766800,9232800,15971200,3181000,66976000,2019800,341090000,6729200
7/31/96 12:00 AM,1444400,3332400,12460800,14021200,3033200,56320000,2079200,403560000,9984400
8/1/96 12:00 AM,3262400,3942400,14829000,12482400,3442800,96025600,3553100,439110000,7046800
8/2/96 12:00 AM,3225600,4574800,16854000,9063200,3561000,109289600,4648900,442080000,6460000
8/5/96 12:00 AM,2843600,3612000,7510200,8604400,2806600,55072000,2358200,307240000,3696800
8/6/96 12:00 AM,1957600,3354800,10344600,14385600,2895000,67388800,2827000,347290000,3897600
8/7/96 12:00 AM,2153200,8892400,11980200,12268000,3844400,76790400,3463900,394340000,5682400
8/8/96 12:00 AM,815600,3640000,8440800,11762400,2530600,54379200,3263100,334570000,8856400
8/9/96 12:00 AM,1176800,8243600,7992000,6987600,2771000,44313600,18192200,327280000,7902000
8/12/96 12:00 AM,2091600,5408000,11983800,7727600,3565400,66187200,6925000,312170000,9616400
8/13/96 12:00 AM,1940400,3706400,10275000,11935200,4210600,72508800,8153500,362470000,8595200
8/14/96 12:00 AM,1770800,2570000,7166400,10326000,4512200,52032000,5168000,343460000,5581200
8/15/96 12:00 AM,1912000,3845600,5425800,4626800,3091000,35556800,3929900,323950000,5688000
8/16/96 12:00 AM,925600,5075600,11482200,6046800,4127600,47598400,3900700,337650000,10799200
8/19/96 12:00 AM,800000,8084400,6017400,7054000,2237400,43131200,7955900,294080000,8554400
8/20/96 12:00 AM,3200000,7564400,8257800,4538800,2176600,25678400,8409300,334960000,6416400
8/21/96 12:00 AM,3512800,4052400,10039200,7064400,1894000,49345600,12981300,348820000,6059200
8/22/96 12:00 AM,3062800,3138000,15531000,8249200,2601000,50236800,6289300,354950000,6241200
8/23/96 12:00 AM,2136400,7281200,11595600,6173600,2660400,44006400,3259800,308010000,6015200
8/26/96 12:00 AM,2340800,3204400,8757000,3654800,2721000,31944000,3284700,281430000,5754400
8/27/96 12:00 AM,1341200,10339200,10175400,4819600,2031200,28038400,9152900,310520000,6232000
8/28/96 12:00 AM,3490800,5844400,8877600,14829600,1529000,32070400,13924900,296440000,2642400
8/29/96 12:00 AM,2132400,3829200,11913000,9182400,2506200,34182400,14334900,321120000,6418800
8/30/96 12:00 AM,1836000,3784800,10830600,6151600,3615000,28088000,10067200,258380000,6539200
9/3/96 12:00 AM,1679200,2461200,14235600,8830400,2586000,48524800,7231000,345740000,8477600
9/4/96 12:00 AM,1310800,3636400,10851600,5480800,2118200,27126400,8369400,351290000,9086800
9/5/96 12:00 AM,1496000,9999200,10341000,7194400,2365400,40372800,8901500,361430000,4949200
9/6/96 12:00 AM,2414000,8602000,10771800,9638000,2425400,41921600,6698200,348710000,5408000
9/9/96 12:00 AM,979200,5302400,11568600,10269600,2824600,41747200,7662200,311530000,4245600
9/10/96 12:00 AM,3229600,5562000,13287000,16051200,3774400,38904000,10589100,372960000,4683600
9/11/96 12:00 AM,1184800,5266800,11365800,8755200,3447800,36387200,7197800,376880000,8335600
9/12/96 12:00 AM,1749600,9340000,16383000,8674800,2908200,95944000,5824400,398820000,6211200
9/13/96 12:00 AM,1605200,5967600,15340800,22036400,3949000,80137600,7957800,488360000,6020800
9/16/96 12:00 AM,1320800,8747600,12865200,10653200,4648200,62409600,15385800,430080000,6059200
9/17/96 12:00 AM,1910000,7487600,12735000,13198400,2361000,75624000,9799200,449850000,4710000
9/18/96 12:00 AM,1060800,12631200,10530000,14094000,1771000,86049600,11163600,396600000,5566400
9/19/96 12:00 AM,1585600,4282000,10456200,8213200,2120400,75912000,9203200,398580000,4564800
9/20/96 12:00 AM,4104800,5330800,25320000,12242000,6326600,104849600,9509700,519420000,12612400
9/23/96 12:00 AM,3703200,1653600,9148800,6765600,2816000,46385600,3883300,297760000,3802000
9/24/96 12:00 AM,4163200,5143600,15911400,14984000,3466800,72520000,4288400,460150000,5726400
9/25/96 12:00 AM,4146800,3902400,17628600,10773600,2510000,44067200,3668600,451710000,4312400
9/26/96 12:00 AM,1980400,3693600,13392000,12704000,5064600,92604800,5721600,500870000,6418800
9/27/96 12:00 AM,2067200,2932000,16509600,5248800,2697600,98372800,22631300,414760000,5043600
9/30/96 12:00 AM,1951600,3058000,10817400,7457600,2697600,89574400,8131000,388570000,5322000
10/1/96 12:00 AM,2791200,19269200,9594600,9786000,2584600,69124800,7273200,421550000,5834400
10/2/96 12:00 AM,2579600,9890000,10902600,8052800,2290600,68760000,4675600,440130000,4533200
10/3/96 12:00 AM,2423200,8140000,9520200,7380400,2119600,58294400,5348200,386500000,3069200
10/4/96 12:00 AM,9142400,4770000,10875600,9209200,3337600,45166400,4151400,463940000,6416400
10/7/96 12:00 AM,5020000,3428800,9462600,7341600,2711800,42432000,4026200,380750000,5776400
10/8/96 12:00 AM,4619600,6802000,8820000,12589600,2887800,48465600,4452000,435070000,4934800
10/9/96 12:00 AM,4721200,3044800,9666600,9609600,3085000,64955200,4574100,408450000,7845200
10/10/96 12:00 AM,4897200,9883200,8332800,8994000,1623400,51739200,2976400,394950000,5736800
10/11/96 12:00 AM,3696800,4327600,8995800,11433200,2022800,36523200,3505000,396050000,5282000
10/14/96 12:00 AM,1604000,9649200,9672600,5603600,2731200,36091200,2495500,322000000,7700000
10/15/96 12:00 AM,4202000,12970000,13335600,11455600,3984600,61206400,5334700,458980000,6415200
